distance;prr;successes;opportunities
50,000000;0,986580;100787;102158
100,000000;0,958327;109601;114367
150,000000;0,937364;111431;118877
200,000000;0,902547;100671;111541
250,000000;0,866669;104847;120977
300,000000;0,829465;97361;117378
350,000000;0,791334;90709;114628
400,000000;0,746182;83350;111702
450,000000;0,718366;79470;110626
500,000000;0,636353;72123;113338
550,000000;0,547557;59146;108018
600,000000;0,423069;46689;110358
650,000000;0,299463;31113;103896
700,000000;0,178484;18353;102827
750,000000;0,087219;9986;114493
800,000000;0,035542;4230;119013
850,000000;0,014423;1570;108851
900,000000;0,004470;492;110075
950,000000;0,001365;147;107720
1000,000000;0,000305;34;111498
1050,000000;0,000000;0;90
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
