distance;prr;successes;opportunities
50,000000;0,986133;4409;4471
100,000000;0,963853;5253;5450
150,000000;0,918726;5912;6435
200,000000;0,921906;6422;6966
250,000000;0,855282;6696;7829
300,000000;0,838848;5679;6770
350,000000;0,845937;4799;5673
400,000000;0,768237;3865;5031
450,000000;0,813269;4891;6014
500,000000;0,711699;5700;8009
550,000000;0,684634;4420;6456
600,000000;0,569305;2834;4978
650,000000;0,382991;1360;3551
700,000000;0,206882;956;4621
750,000000;0,098885;541;5471
800,000000;0,032746;132;4031
850,000000;0,009327;37;3967
900,000000;0,003559;14;3934
950,000000;0,000871;3;3445
1000,000000;0,000325;1;3074
1050,000000;0,000000;0;6
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
