distance;prr;successes;opportunities
50,000000;0,987747;13462;13629
100,000000;0,956448;11244;11756
150,000000;0,908633;9746;10726
200,000000;0,918436;11981;13045
250,000000;0,865594;9950;11495
300,000000;0,879451;12176;13845
350,000000;0,872525;9076;10402
400,000000;0,800690;9521;11891
450,000000;0,769597;8404;10920
500,000000;0,687676;6819;9916
550,000000;0,598463;6543;10933
600,000000;0,553624;5668;10238
650,000000;0,382133;3576;9358
700,000000;0,232311;2121;9130
750,000000;0,104334;963;9230
800,000000;0,050425;480;9519
850,000000;0,017005;177;10409
900,000000;0,006405;75;11710
950,000000;0,000977;9;9210
1000,000000;0,000535;4;7482
1050,000000;0,000000;0;7
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
