distance;prr;successes;opportunities
50,000000;0,991140;17004;17156
100,000000;0,968803;14720;15194
150,000000;0,940700;13246;14081
200,000000;0,930225;14105;15163
250,000000;0,877903;13194;15029
300,000000;0,876948;12607;14376
350,000000;0,874660;14801;16922
400,000000;0,833892;15427;18500
450,000000;0,785600;12253;15597
500,000000;0,699169;9673;13835
550,000000;0,590465;8459;14326
600,000000;0,420125;5315;12651
650,000000;0,271336;4095;15092
700,000000;0,168387;2072;12305
750,000000;0,081174;899;11075
800,000000;0,036494;401;10988
850,000000;0,011813;138;11682
900,000000;0,003580;44;12289
950,000000;0,001271;16;12590
1000,000000;0,000349;5;14316
1050,000000;0,000000;0;18
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
