distance;prr;successes;opportunities
50,000000;0,991115;13498;13619
100,000000;0,963408;13717;14238
150,000000;0,927391;12453;13428
200,000000;0,895862;11777;13146
250,000000;0,827676;12680;15320
300,000000;0,848485;12264;14454
350,000000;0,842595;10326;12255
400,000000;0,806985;10745;13315
450,000000;0,749097;10166;13571
500,000000;0,744315;11554;15523
550,000000;0,643783;9040;14042
600,000000;0,515659;6471;12549
650,000000;0,426165;4909;11519
700,000000;0,262069;3382;12905
750,000000;0,141757;2025;14285
800,000000;0,052906;831;15707
850,000000;0,022722;409;18000
900,000000;0,006091;105;17238
950,000000;0,002345;33;14073
1000,000000;0,000853;12;14076
1050,000000;0,000000;0;12
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
