distance;prr;successes;opportunities
50,000000;0,987528;26446;26780
100,000000;0,957653;27160;28361
150,000000;0,930603;21429;23027
200,000000;0,924016;19603;21215
250,000000;0,882500;19460;22051
300,000000;0,855880;18784;21947
350,000000;0,826264;19870;24048
400,000000;0,807913;20012;24770
450,000000;0,780983;18029;23085
500,000000;0,730533;14607;19995
550,000000;0,651055;12553;19281
600,000000;0,541722;10608;19582
650,000000;0,392904;9203;23423
700,000000;0,244273;5438;22262
750,000000;0,124430;3112;25010
800,000000;0,061635;1554;25213
850,000000;0,020332;428;21051
900,000000;0,006861;135;19675
950,000000;0,001396;26;18626
1000,000000;0,000588;11;18722
1050,000000;0,000000;0;29
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
