distance;prr;successes;opportunities
50,000000;0,988175;28496;28837
100,000000;0,972337;22531;23172
150,000000;0,937927;19356;20637
200,000000;0,922726;16562;17949
250,000000;0,920409;18075;19638
300,000000;0,868970;19093;21972
350,000000;0,842255;22436;26638
400,000000;0,785026;16630;21184
450,000000;0,724703;14460;19953
500,000000;0,712045;14117;19826
550,000000;0,671638;13645;20316
600,000000;0,534565;10911;20411
650,000000;0,393294;9360;23799
700,000000;0,249770;8130;32550
750,000000;0,134335;3040;22630
800,000000;0,053391;984;18430
850,000000;0,020254;372;18367
900,000000;0,006372;130;20403
950,000000;0,002462;53;21523
1000,000000;0,000396;12;30330
1050,000000;0,000000;0;25
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
