distance;prr;successes;opportunities
50,000000;0,988678;17902;18107
100,000000;0,963027;20681;21475
150,000000;0,945174;18929;20027
200,000000;0,892988;17766;19895
250,000000;0,906051;15826;17467
300,000000;0,835584;13056;15625
350,000000;0,754908;11612;15382
400,000000;0,778457;12098;15541
450,000000;0,759738;12892;16969
500,000000;0,642043;10873;16935
550,000000;0,543455;9611;17685
600,000000;0,394441;7976;20221
650,000000;0,274754;6360;23148
700,000000;0,150283;2943;19583
750,000000;0,077792;1528;19642
800,000000;0,029888;646;21614
850,000000;0,012329;224;18169
900,000000;0,003427;50;14590
950,000000;0,001033;15;14517
1000,000000;0,000414;6;14487
1050,000000;0,000000;0;18
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
