distance;prr;successes;opportunities
50,000000;0,987595;78019;78999
100,000000;0,965442;84229;87244
150,000000;0,930887;84640;90924
200,000000;0,902603;80282;88945
250,000000;0,869600;79358;91258
300,000000;0,817389;73717;90186
350,000000;0,740826;67610;91263
400,000000;0,594638;56688;95332
450,000000;0,432234;43309;100198
500,000000;0,238933;21595;90381
550,000000;0,097858;8538;87249
600,000000;0,033255;2993;90002
650,000000;0,007261;637;87730
700,000000;0,001573;149;94715
750,000000;0,000212;19;89436
800,000000;0,000040;4;100202
850,000000;0,000019;2;103833
900,000000;0,000000;0;90807
950,000000;0,000000;0;96633
1000,000000;0,000000;0;94462
1050,000000;0,000000;0;104
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
