distance;prr;successes;opportunities
50,000000;0,980052;16901;17245
100,000000;0,964146;14817;15368
150,000000;0,945611;14726;15573
200,000000;0,912775;16126;17667
250,000000;0,859320;14605;16996
300,000000;0,800569;16029;20022
350,000000;0,711250;12050;16942
400,000000;0,546394;9516;17416
450,000000;0,407266;7242;17782
500,000000;0,214252;4143;19337
550,000000;0,100878;1895;18785
600,000000;0,031657;523;16521
650,000000;0,011750;202;17191
700,000000;0,003141;58;18466
750,000000;0,000404;10;24757
800,000000;0,000057;1;17540
850,000000;0,000059;1;16828
900,000000;0,000000;0;18591
950,000000;0,000000;0;19389
1000,000000;0,000000;0;18685
1050,000000;0,000000;0;13
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
