distance;prr;successes;opportunities
50,000000;0,983699;42907;43618
100,000000;0,952882;47181;49514
150,000000;0,935266;43127;46112
200,000000;0,891599;40829;45793
250,000000;0,871147;37049;42529
300,000000;0,833367;33198;39836
350,000000;0,721501;30956;42905
400,000000;0,560030;24200;43212
450,000000;0,310278;13386;43142
500,000000;0,189599;9045;47706
550,000000;0,052623;2397;45550
600,000000;0,010084;486;48196
650,000000;0,002013;91;45201
700,000000;0,000301;14;46480
750,000000;0,000024;1;42195
800,000000;0,000000;0;41707
850,000000;0,000000;0;46331
900,000000;0,000000;0;43880
950,000000;0,000000;0;45737
1000,000000;0,000000;0;42720
1050,000000;0,000000;0;40
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
