distance;prr;successes;opportunities
50,000000;0,985688;74792;75878
100,000000;0,957832;68257;71262
150,000000;0,937111;72538;77406
200,000000;0,903472;72032;79728
250,000000;0,863420;65455;75809
300,000000;0,832361;62318;74869
350,000000;0,786928;54202;68878
400,000000;0,760441;53367;70179
450,000000;0,714271;48694;68173
500,000000;0,646001;43483;67311
550,000000;0,556631;39262;70535
600,000000;0,434580;30657;70544
650,000000;0,290559;20426;70299
700,000000;0,179434;13415;74763
750,000000;0,086995;6707;77096
800,000000;0,036621;2879;78616
850,000000;0,013694;1052;76820
900,000000;0,004229;350;82761
950,000000;0,001162;89;76603
1000,000000;0,000318;25;78527
1050,000000;0,000000;0;78
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
