distance;prr;successes;opportunities
50,000000;0,985380;75959;77086
100,000000;0,958002;78036;81457
150,000000;0,930874;66766;71724
200,000000;0,895374;62558;69868
250,000000;0,863209;58807;68126
300,000000;0,835312;58887;70497
350,000000;0,802911;57751;71927
400,000000;0,742191;53915;72643
450,000000;0,682671;52978;77604
500,000000;0,608778;47162;77470
550,000000;0,530301;42694;80509
600,000000;0,419815;31929;76055
650,000000;0,302819;24624;81316
700,000000;0,196305;15514;79030
750,000000;0,100621;7032;69886
800,000000;0,041544;2913;70118
850,000000;0,014405;1009;70043
900,000000;0,005145;374;72697
950,000000;0,001367;101;73881
1000,000000;0,000430;32;74448
1050,000000;0,000000;0;65
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
