distance;prr;successes;opportunities
50,000000;0,987124;150495;152458
100,000000;0,963408;149178;154844
150,000000;0,935741;137874;147342
200,000000;0,907763;140646;154937
250,000000;0,868721;132182;152157
300,000000;0,833640;126655;151930
350,000000;0,793091;126678;159727
400,000000;0,733101;107117;146115
450,000000;0,633783;102143;161164
500,000000;0,402398;67705;168254
550,000000;0,220286;37003;167977
600,000000;0,087672;13887;158397
650,000000;0,027622;4271;154625
700,000000;0,007262;1173;161536
750,000000;0,001352;213;157565
800,000000;0,000288;45;156451
850,000000;0,000053;8;151831
900,000000;0,000000;0;153234
950,000000;0,000000;0;159813
1000,000000;0,000000;0;157972
1050,000000;0,000000;0;164
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
