distance;prr;successes;opportunities
50,000000;0,981192;19981;20364
100,000000;0,957521;17086;17844
150,000000;0,927624;17405;18763
200,000000;0,882607;17563;19899
250,000000;0,879936;15933;18107
300,000000;0,859611;13783;16034
350,000000;0,803179;12683;15791
400,000000;0,798192;13772;17254
450,000000;0,737412;13766;18668
500,000000;0,683787;13606;19898
550,000000;0,597199;11812;19779
600,000000;0,427654;7794;18225
650,000000;0,342549;5997;17507
700,000000;0,199837;3432;17174
750,000000;0,099547;1934;19428
800,000000;0,047303;863;18244
850,000000;0,018592;315;16943
900,000000;0,006116;106;17332
950,000000;0,001845;32;17348
1000,000000;0,000181;3;16594
1050,000000;0,000000;0;20
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
