distance;prr;successes;opportunities
50,000000;0,989673;4600;4648
100,000000;0,947766;4518;4767
150,000000;0,901108;4228;4692
200,000000;0,901583;3930;4359
250,000000;0,858909;4584;5337
300,000000;0,822488;3716;4518
350,000000;0,750586;3521;4691
400,000000;0,789351;4729;5991
450,000000;0,706356;5268;7458
500,000000;0,490350;3430;6995
550,000000;0,405710;2487;6130
600,000000;0,269472;1588;5893
650,000000;0,167960;996;5930
700,000000;0,100021;486;4859
750,000000;0,041872;170;4060
800,000000;0,014067;56;3981
850,000000;0,004167;25;6000
900,000000;0,002565;15;5849
950,000000;0,000203;1;4935
1000,000000;0,000197;1;5065
1050,000000;0,000000;0;6
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
