distance;prr;successes;opportunities
50,000000;0,991170;5051;5096
100,000000;0,972433;4480;4607
150,000000;0,970095;4282;4414
200,000000;0,902270;7432;8237
250,000000;0,912415;5365;5880
300,000000;0,867076;6210;7162
350,000000;0,877389;4637;5285
400,000000;0,829555;3806;4588
450,000000;0,808129;4414;5462
500,000000;0,767047;6187;8066
550,000000;0,671226;3828;5703
600,000000;0,565914;2155;3808
650,000000;0,429082;1561;3638
700,000000;0,210994;879;4166
750,000000;0,116850;681;5828
800,000000;0,051466;258;5013
850,000000;0,016619;82;4934
900,000000;0,006552;34;5189
950,000000;0,001894;9;4753
1000,000000;0,000694;3;4323
1050,000000;0,000000;0;3
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
