distance;prr;successes;opportunities
50,000000;0,986986;12741;12909
100,000000;0,953749;10558;11070
150,000000;0,925430;11951;12914
200,000000;0,911999;11089;12159
250,000000;0,870968;9423;10819
300,000000;0,847986;8189;9657
350,000000;0,854760;8610;10073
400,000000;0,785193;8400;10698
450,000000;0,801236;9594;11974
500,000000;0,465629;4938;10605
550,000000;0,414372;4786;11550
600,000000;0,281824;3591;12742
650,000000;0,169608;1922;11332
700,000000;0,090648;980;10811
750,000000;0,049154;511;10396
800,000000;0,016922;160;9455
850,000000;0,005960;53;8892
900,000000;0,002110;19;9004
950,000000;0,000786;7;8906
1000,000000;0,000000;0;8887
1050,000000;0,000000;0;11
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
