distance;prr;successes;opportunities
50,000000;0,982176;17523;17841
100,000000;0,963530;17992;18673
150,000000;0,962066;15699;16318
200,000000;0,938712;15730;16757
250,000000;0,856341;17537;20479
300,000000;0,845325;18904;22363
350,000000;0,828027;15658;18910
400,000000;0,815937;16486;20205
450,000000;0,685258;13638;19902
500,000000;0,513394;8471;16500
550,000000;0,377099;6715;17807
600,000000;0,260833;4322;16570
650,000000;0,162104;2629;16218
700,000000;0,084818;1395;16447
750,000000;0,040747;770;18897
800,000000;0,016569;297;17925
850,000000;0,005778;101;17480
900,000000;0,002457;43;17500
950,000000;0,000346;6;17325
1000,000000;0,000175;3;17097
1050,000000;0,000000;0;19
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
