distance;prr;successes;opportunities
50,000000;0,980279;202454;206527
100,000000;0,953450;204312;214287
150,000000;0,923090;191338;207280
200,000000;0,899571;186455;207271
250,000000;0,859955;174847;203321
300,000000;0,816421;174434;213657
350,000000;0,772255;167716;217177
400,000000;0,688399;146291;212509
450,000000;0,604952;124743;206203
500,000000;0,363453;75169;206819
550,000000;0,240633;46937;195056
600,000000;0,127579;26859;210529
650,000000;0,061097;12803;209553
700,000000;0,025341;5306;209380
750,000000;0,008765;1820;207638
800,000000;0,002567;521;202933
850,000000;0,000686;144;209859
900,000000;0,000188;40;212382
950,000000;0,000057;12;211981
1000,000000;0,000023;5;213416
1050,000000;0,000000;0;189
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
