distance;prr;successes;opportunities
50,000000;0,985666;18360;18627
100,000000;0,959680;20850;21726
150,000000;0,909468;19489;21429
200,000000;0,917574;19548;21304
250,000000;0,881892;19242;21819
300,000000;0,834052;19913;23875
350,000000;0,855689;19591;22895
400,000000;0,799131;16188;20257
450,000000;0,676174;12090;17880
500,000000;0,508284;8651;17020
550,000000;0,409243;7208;17613
600,000000;0,254265;4576;17997
650,000000;0,175926;2926;16632
700,000000;0,084579;1624;19201
750,000000;0,039266;563;14338
800,000000;0,016775;215;12817
850,000000;0,005781;84;14530
900,000000;0,001732;22;12703
950,000000;0,000309;4;12928
1000,000000;0,000129;2;15510
1050,000000;0,000000;0;13
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
