distance;prr;successes;opportunities
50,000000;0,992906;15676;15788
100,000000;0,965149;16339;16929
150,000000;0,924364;15851;17148
200,000000;0,905520;15076;16649
250,000000;0,886604;14316;16147
300,000000;0,854422;14802;17324
350,000000;0,841589;16650;19784
400,000000;0,812407;13096;16120
450,000000;0,723625;12065;16673
500,000000;0,718361;14026;19525
550,000000;0,622937;12265;19689
600,000000;0,518184;9974;19248
650,000000;0,384196;6831;17780
700,000000;0,233677;4173;17858
750,000000;0,116202;2133;18356
800,000000;0,056323;1040;18465
850,000000;0,023544;414;17584
900,000000;0,007630;144;18873
950,000000;0,002298;46;20016
1000,000000;0,000706;15;21238
1050,000000;0,000000;0;22
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
