distance;prr;successes;opportunities
50,000000;0,985408;16478;16722
100,000000;0,964765;19550;20264
150,000000;0,952129;19293;20263
200,000000;0,931223;16830;18073
250,000000;0,881891;16509;18720
300,000000;0,857730;15645;18240
350,000000;0,839755;15648;18634
400,000000;0,768579;14055;18287
450,000000;0,779857;12583;16135
500,000000;0,689555;11368;16486
550,000000;0,636821;13030;20461
600,000000;0,484767;7717;15919
650,000000;0,350792;5733;16343
700,000000;0,202836;4091;20169
750,000000;0,097770;1732;17715
800,000000;0,045327;807;17804
850,000000;0,016490;288;17465
900,000000;0,004694;77;16403
950,000000;0,001735;33;19024
1000,000000;0,000721;13;18022
1050,000000;0,000000;0;16
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
