distance;prr;successes;opportunities
50,000000;0,990252;18996;19183
100,000000;0,964424;12985;13464
150,000000;0,918886;12110;13179
200,000000;0,890238;10706;12026
250,000000;0,905293;10706;11826
300,000000;0,844782;15397;18226
350,000000;0,856772;13848;16163
400,000000;0,760196;14278;18782
450,000000;0,790780;12968;16399
500,000000;0,692408;9567;13817
550,000000;0,596360;6947;11649
600,000000;0,508603;7656;15053
650,000000;0,390070;4879;12508
700,000000;0,216907;2748;12669
750,000000;0,109545;1321;12059
800,000000;0,049348;658;13334
850,000000;0,018322;261;14245
900,000000;0,006286;80;12726
950,000000;0,001842;24;13026
1000,000000;0,000459;6;13067
1050,000000;0,000000;0;9
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
