distance;prr;successes;opportunities
50,000000;1,000000;119;119
100,000000;1,000000;121;121
150,000000;1,000000;112;112
200,000000;1,000000;105;105
250,000000;0,830189;88;106
300,000000;0,687500;77;112
350,000000;0,616667;74;120
400,000000;0,608333;73;120
450,000000;0,495868;60;121
500,000000;0,495726;58;117
550,000000;0,464000;58;125
600,000000;0,436975;52;119
650,000000;0,291667;35;120
700,000000;0,276423;34;123
750,000000;0,042735;5;117
800,000000;0,064516;8;124
850,000000;0,017094;2;117
900,000000;0,000000;0;123
950,000000;0,000000;0;117
1000,000000;0,000000;0;122
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
