distance;prr;successes;opportunities
50,000000;0,983356;112253;114153
100,000000;0,959039;107771;112374
150,000000;0,940559;99402;105684
200,000000;0,903329;98789;109361
250,000000;0,858487;104817;122095
300,000000;0,838269;95929;114437
350,000000;0,817210;88378;108146
400,000000;0,777688;86314;110988
450,000000;0,707498;79191;111931
500,000000;0,600816;63478;105653
550,000000;0,465477;45997;98817
600,000000;0,299154;31503;105307
650,000000;0,154210;18037;116964
700,000000;0,065578;7069;107796
750,000000;0,023236;2437;104880
800,000000;0,007097;783;110321
850,000000;0,001645;191;116116
900,000000;0,000363;43;118521
950,000000;0,000106;13;122255
1000,000000;0,000026;3;116271
1050,000000;0,000000;0;103
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
