distance;prr;successes;opportunities
50,000000;0,985099;4231;4295
100,000000;0,962052;3600;3742
150,000000;0,938679;2786;2968
200,000000;0,904482;2462;2722
250,000000;0,893426;2188;2449
300,000000;0,890054;2291;2574
350,000000;0,845024;2301;2723
400,000000;0,669428;2505;3742
450,000000;0,772900;2852;3690
500,000000;0,736925;1874;2543
550,000000;0,544811;1617;2968
600,000000;0,491611;1553;3159
650,000000;0,283928;931;3279
700,000000;0,155032;513;3309
750,000000;0,070787;197;2783
800,000000;0,040194;116;2886
850,000000;0,015489;48;3099
900,000000;0,004383;15;3422
950,000000;0,001736;6;3456
1000,000000;0,000642;4;6231
1050,000000;0,000000;0;5
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
