distance;prr;successes;opportunities
50,000000;0,988029;7511;7602
100,000000;0,962371;7340;7627
150,000000;0,961981;6933;7207
200,000000;0,913043;6300;6900
250,000000;0,881397;6183;7015
300,000000;0,900951;7104;7885
350,000000;0,833046;6761;8116
400,000000;0,833472;8003;9602
450,000000;0,772916;6147;7953
500,000000;0,730434;5189;7104
550,000000;0,595091;4243;7130
600,000000;0,528428;4043;7651
650,000000;0,391843;2815;7184
700,000000;0,266932;2014;7545
750,000000;0,139744;1090;7800
800,000000;0,039824;398;9994
850,000000;0,019112;167;8738
900,000000;0,007351;57;7754
950,000000;0,001916;13;6786
1000,000000;0,000609;5;8206
1050,000000;0,000000;0;5
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
