distance;prr;successes;opportunities
50,000000;0,990121;8419;8503
100,000000;0,961745;6461;6718
150,000000;0,967997;7834;8093
200,000000;0,908785;7283;8014
250,000000;0,904471;6514;7202
300,000000;0,874150;5786;6619
350,000000;0,768728;5767;7502
400,000000;0,775120;6480;8360
450,000000;0,798192;6447;8077
500,000000;0,673513;4099;6086
550,000000;0,619846;3548;5724
600,000000;0,533160;3079;5775
650,000000;0,387317;2437;6292
700,000000;0,237879;1781;7487
750,000000;0,137648;1125;8173
800,000000;0,059450;430;7233
850,000000;0,022920;189;8246
900,000000;0,007147;82;11474
950,000000;0,002452;26;10604
1000,000000;0,000617;6;9726
1050,000000;0,000000;0;6
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
