distance;prr;successes;opportunities
50,000000;0,987471;5990;6066
100,000000;0,961581;6032;6273
150,000000;0,949661;6452;6794
200,000000;0,937757;7292;7776
250,000000;0,875950;7259;8287
300,000000;0,839562;6358;7573
350,000000;0,848318;5397;6362
400,000000;0,764676;5927;7751
450,000000;0,757807;6261;8262
500,000000;0,707485;4830;6827
550,000000;0,635421;5145;8097
600,000000;0,559158;4674;8359
650,000000;0,422159;3113;7374
700,000000;0,282118;1961;6951
750,000000;0,118013;853;7228
800,000000;0,056982;455;7985
850,000000;0,018564;160;8619
900,000000;0,007630;73;9568
950,000000;0,003062;24;7837
1000,000000;0,000513;6;11693
1050,000000;0,000000;0;12
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
