distance;prr;successes;opportunities
50,000000;0,986141;188773;191426
100,000000;0,956500;193960;202781
150,000000;0,932599;196259;210443
200,000000;0,897399;192388;214384
250,000000;0,868348;176872;203688
300,000000;0,806516;166902;206942
350,000000;0,764074;166306;217657
400,000000;0,705058;153389;217555
450,000000;0,663958;138649;208822
500,000000;0,554748;118336;213315
550,000000;0,449416;94185;209572
600,000000;0,321323;66600;207268
650,000000;0,208456;43407;208231
700,000000;0,114027;24423;214187
750,000000;0,053820;11172;207581
800,000000;0,022641;4681;206747
850,000000;0,008114;1723;212340
900,000000;0,002770;563;203226
950,000000;0,000740;153;206627
1000,000000;0,000145;31;214025
1050,000000;0,000000;0;206
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
