distance;prr;successes;opportunities
50,000000;0,971863;210971;217079
100,000000;0,946169;208688;220561
150,000000;0,921256;191472;207838
200,000000;0,883273;178989;202643
250,000000;0,843604;167037;198004
300,000000;0,801230;157110;196086
350,000000;0,765011;154061;201384
400,000000;0,710858;148767;209278
450,000000;0,658446;141099;214291
500,000000;0,456095;101108;221682
550,000000;0,342711;72897;212707
600,000000;0,232432;50174;215865
650,000000;0,137713;29468;213981
700,000000;0,073568;15300;207970
750,000000;0,035059;7102;202571
800,000000;0,013761;2583;187703
850,000000;0,004867;1023;210177
900,000000;0,001693;360;212648
950,000000;0,000478;101;211264
1000,000000;0,000198;42;212147
1050,000000;0,005000;1;200
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
