distance;prr;successes;opportunities
50,000000;0,973228;175294;180116
100,000000;0,944645;162153;171655
150,000000;0,912599;154586;169391
200,000000;0,885442;155573;175701
250,000000;0,841905;149668;177773
300,000000;0,811492;143979;177425
350,000000;0,772203;138534;179401
400,000000;0,712168;131739;184983
450,000000;0,657765;132122;200865
500,000000;0,461109;81933;177687
550,000000;0,340544;61189;179680
600,000000;0,224846;42198;187675
650,000000;0,140936;27995;198636
700,000000;0,075425;13598;180285
750,000000;0,035529;6397;180050
800,000000;0,014599;2600;178094
850,000000;0,005425;1007;185625
900,000000;0,001920;350;182332
950,000000;0,000581;106;182518
1000,000000;0,000168;31;185009
1050,000000;0,000000;0;159
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
