distance;prr;successes;opportunities
50,000000;0,982818;174228;177274
100,000000;0,952058;173067;181782
150,000000;0,923079;175432;190051
200,000000;0,889801;167117;187814
250,000000;0,849048;144289;169942
300,000000;0,787275;153032;194382
350,000000;0,725149;131315;181087
400,000000;0,670817;117228;174754
450,000000;0,602144;116239;193042
500,000000;0,513387;94052;183199
550,000000;0,429135;76665;178650
600,000000;0,338739;60765;179386
650,000000;0,223137;39824;178473
700,000000;0,137002;23387;170706
750,000000;0,063937;12172;190375
800,000000;0,026215;4649;177342
850,000000;0,009482;1669;176021
900,000000;0,003117;585;187658
950,000000;0,000826;152;184087
1000,000000;0,000310;55;177559
1050,000000;0,000000;0;156
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
