distance;prr;successes;opportunities
50,000000;0,975235;98134;100626
100,000000;0,948968;99598;104954
150,000000;0,926073;102457;110636
200,000000;0,887588;99701;112328
250,000000;0,857672;97230;113365
300,000000;0,823725;90763;110186
350,000000;0,789846;92472;117076
400,000000;0,728982;79513;109074
450,000000;0,668650;74951;112093
500,000000;0,476367;53406;112111
550,000000;0,362983;40735;112223
600,000000;0,248415;28321;114007
650,000000;0,146424;15173;103624
700,000000;0,078188;8660;110758
750,000000;0,037121;4043;108915
800,000000;0,014874;1699;114226
850,000000;0,005341;626;117211
900,000000;0,001821;210;115290
950,000000;0,000551;65;117886
1000,000000;0,000172;20;116041
1050,000000;0,000000;0;102
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
