distance;prr;successes;opportunities
50,000000;0,985251;49634;50377
100,000000;0,955289;52645;55109
150,000000;0,925080;52539;56794
200,000000;0,901532;49651;55074
250,000000;0,873361;49765;56981
300,000000;0,841004;45738;54385
350,000000;0,795659;48279;60678
400,000000;0,781883;48863;62494
450,000000;0,690327;41216;59705
500,000000;0,502732;29815;59306
550,000000;0,375022;21380;57010
600,000000;0,257555;14719;57149
650,000000;0,150891;8991;59586
700,000000;0,084165;4942;58718
750,000000;0,040292;2403;59639
800,000000;0,016012;990;61829
850,000000;0,005886;361;61333
900,000000;0,001963;120;61128
950,000000;0,000758;46;60677
1000,000000;0,000095;6;62874
1050,000000;0,000000;0;55
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
