distance;prr;successes;opportunities
50,000000;0,992476;1451;1462
100,000000;0,966644;1449;1499
150,000000;0,848143;1804;2127
200,000000;0,902683;2523;2795
250,000000;0,832217;2237;2688
300,000000;0,787306;2084;2647
350,000000;0,641174;1769;2759
400,000000;0,563755;1207;2141
450,000000;0,368060;643;1747
500,000000;0,197002;368;1868
550,000000;0,093882;155;1651
600,000000;0,039899;63;1579
650,000000;0,005092;8;1571
700,000000;0,003192;4;1253
750,000000;0,000810;1;1235
800,000000;0,000000;0;1250
850,000000;0,000000;0;1251
900,000000;0,000000;0;1256
950,000000;0,000000;0;1259
1000,000000;0,000000;0;1382
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
