distance;prr;successes;opportunities
50,000000;0,977347;95951;98175
100,000000;0,953975;84007;88060
150,000000;0,930818;84091;90341
200,000000;0,896812;83008;92559
250,000000;0,861796;73188;84925
300,000000;0,834023;72796;87283
350,000000;0,815574;69668;85422
400,000000;0,750834;66373;88399
450,000000;0,689967;63813;92487
500,000000;0,481783;44999;93401
550,000000;0,367035;36085;98315
600,000000;0,248578;24217;97422
650,000000;0,149097;14272;95723
700,000000;0,077860;7245;93052
750,000000;0,037873;3475;91753
800,000000;0,016557;1425;86067
850,000000;0,006029;549;91062
900,000000;0,001712;164;95814
950,000000;0,000524;49;93571
1000,000000;0,000186;18;96658
1050,000000;0,000000;0;77
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
