distance;prr;successes;opportunities
50,000000;0,983634;83725;85118
100,000000;0,957182;81684;85338
150,000000;0,925098;91668;99090
200,000000;0,897971;85890;95649
250,000000;0,872561;76829;88050
300,000000;0,817508;78726;96300
350,000000;0,777087;77272;99438
400,000000;0,754743;69345;91879
450,000000;0,717302;67577;94210
500,000000;0,585644;53946;92114
550,000000;0,494578;43874;88710
600,000000;0,370667;33426;90178
650,000000;0,237065;21855;92190
700,000000;0,134400;12643;94070
750,000000;0,065721;6139;93410
800,000000;0,024844;2339;94146
850,000000;0,010105;914;90452
900,000000;0,003542;309;87228
950,000000;0,000888;83;93471
1000,000000;0,000315;28;88914
1050,000000;0,000000;0;104
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
