distance;prr;successes;opportunities
50,000000;1,000000;119;119
100,000000;1,000000;109;109
150,000000;0,991228;113;114
200,000000;0,891667;107;120
250,000000;0,669492;79;118
300,000000;0,316239;37;117
350,000000;0,138211;17;123
400,000000;0,043103;5;116
450,000000;0,008403;1;119
500,000000;0,000000;0;117
550,000000;0,008333;1;120
600,000000;0,000000;0;117
650,000000;0,000000;0;120
700,000000;0,000000;0;118
750,000000;0,000000;0;120
800,000000;0,000000;0;117
850,000000;0,000000;0;120
900,000000;0,000000;0;120
950,000000;0,000000;0;117
1000,000000;0,000000;0;118
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
