distance;prr;successes;opportunities
50,000000;0,979500;4778;4878
100,000000;0,964422;4310;4469
150,000000;0,904120;3489;3859
200,000000;0,868905;2976;3425
250,000000;0,787298;2343;2976
300,000000;0,794228;2339;2945
350,000000;0,701701;2310;3292
400,000000;0,791562;4090;5167
450,000000;0,716113;2351;3283
500,000000;0,731269;2196;3003
550,000000;0,579091;1911;3300
600,000000;0,515066;2752;5343
650,000000;0,402522;1181;2934
700,000000;0,250718;698;2784
750,000000;0,127377;355;2787
800,000000;0,070392;194;2756
850,000000;0,021474;51;2375
900,000000;0,010934;24;2195
950,000000;0,003160;7;2215
1000,000000;0,001001;2;1999
1050,000000;0,000000;0;4
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
