distance;prr;successes;opportunities
50,000000;0,987560;1032;1045
100,000000;0,970404;1082;1115
150,000000;0,920705;1254;1362
200,000000;0,893544;1301;1456
250,000000;0,791896;1153;1456
300,000000;0,874486;1275;1458
350,000000;0,858646;1306;1521
400,000000;0,724452;1354;1869
450,000000;0,786174;1467;1866
500,000000;0,691419;1257;1818
550,000000;0,474032;1004;2118
600,000000;0,529091;1164;2200
650,000000;0,303833;539;1774
700,000000;0,202733;356;1756
750,000000;0,095103;167;1756
800,000000;0,031411;55;1751
850,000000;0,009681;17;1756
900,000000;0,002431;6;2468
950,000000;0,001309;3;2291
1000,000000;0,000396;1;2524
1050,000000;0,000000;0;5
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
