distance;prr;successes;opportunities
50,000000;0,984039;123553;125557
100,000000;0,958286;126441;131945
150,000000;0,934176;124493;133265
200,000000;0,896500;119941;133788
250,000000;0,874634;112917;129102
300,000000;0,817267;107156;131115
350,000000;0,777321;102950;132442
400,000000;0,733715;95592;130285
450,000000;0,692639;90530;130703
500,000000;0,618720;82609;133516
550,000000;0,541804;71595;132142
600,000000;0,446034;58240;130573
650,000000;0,310686;39326;126578
700,000000;0,195450;27251;139427
750,000000;0,095071;12943;136140
800,000000;0,041494;5672;136696
850,000000;0,015423;2239;145170
900,000000;0,004915;648;131843
950,000000;0,001421;181;127354
1000,000000;0,000402;58;144321
1050,000000;0,000000;0;118
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
