distance;prr;successes;opportunities
50,000000;0,975415;152391;156232
100,000000;0,947241;148103;156352
150,000000;0,920050;138542;150581
200,000000;0,889697;139436;156723
250,000000;0,865344;131238;151660
300,000000;0,824914;128779;156112
350,000000;0,788236;136446;173103
400,000000;0,723563;121479;167890
450,000000;0,683804;107364;157010
500,000000;0,467532;70862;151566
550,000000;0,370464;56016;151205
600,000000;0,252887;39180;154931
650,000000;0,150078;24701;164588
700,000000;0,082460;13503;163753
750,000000;0,036292;5585;153892
800,000000;0,015960;2439;152823
850,000000;0,005485;824;150218
900,000000;0,001911;287;150181
950,000000;0,000545;82;150385
1000,000000;0,000125;20;160076
1050,000000;0,000000;0;130
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
