distance;prr;successes;opportunities
50,000000;0,984304;170257;172972
100,000000;0,958384;178567;186321
150,000000;0,924821;164744;178136
200,000000;0,897029;155769;173650
250,000000;0,864142;151332;175124
300,000000;0,821622;146169;177903
350,000000;0,774316;140025;180837
400,000000;0,687310;133231;193844
450,000000;0,544218;101421;186361
500,000000;0,326793;60225;184291
550,000000;0,162755;30178;185420
600,000000;0,063722;11485;180236
650,000000;0,019021;3351;176177
700,000000;0,004971;892;179451
750,000000;0,000939;184;196003
800,000000;0,000216;42;194604
850,000000;0,000026;5;189334
900,000000;0,000000;0;176347
950,000000;0,000000;0;178950
1000,000000;0,000000;0;169495
1050,000000;0,000000;0;154
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
