distance;prr;successes;opportunities
50,000000;0,987402;103690;105013
100,000000;0,959158;104154;108589
150,000000;0,932654;108504;116339
200,000000;0,903996;106121;117391
250,000000;0,865077;102009;117919
300,000000;0,832894;98005;117668
350,000000;0,806359;95514;118451
400,000000;0,770433;85263;110669
450,000000;0,731992;82628;112881
500,000000;0,667778;74482;111537
550,000000;0,584662;67753;115884
600,000000;0,456977;48531;106200
650,000000;0,309564;32316;104392
700,000000;0,169512;18362;108323
750,000000;0,079371;8612;108503
800,000000;0,030081;3319;110334
850,000000;0,009759;1052;107799
900,000000;0,003191;360;112801
950,000000;0,000648;72;111130
1000,000000;0,000135;15;111024
1050,000000;0,000000;0;100
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
