distance;prr;successes;opportunities
50,000000;0,998062;1030;1032
100,000000;1,000000;1096;1096
150,000000;0,944444;1003;1062
200,000000;0,850773;935;1099
250,000000;0,820399;1480;1804
300,000000;0,873551;1582;1811
350,000000;0,763388;1397;1830
400,000000;0,805586;3721;4619
450,000000;0,764757;1775;2321
500,000000;0,763720;1002;1312
550,000000;0,487877;664;1361
600,000000;0,537390;733;1364
650,000000;0,381452;909;2383
700,000000;0,216388;544;2514
750,000000;0,110680;171;1545
800,000000;0,051890;81;1561
850,000000;0,014961;25;1671
900,000000;0,009969;16;1605
950,000000;0,000576;1;1736
1000,000000;0,000000;0;1719
1050,000000;0,000000;0;0
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
