distance;prr;successes;opportunities
50,000000;0,975998;124102;127154
100,000000;0,942383;130799;138796
150,000000;0,914118;124566;136269
200,000000;0,879704;126059;143297
250,000000;0,849463;115104;135502
300,000000;0,809433;108099;133549
350,000000;0,765131;103119;134773
400,000000;0,736489;96072;130446
450,000000;0,661218;87134;131778
500,000000;0,481919;65781;136498
550,000000;0,355145;43664;122947
600,000000;0,244994;29844;121815
650,000000;0,140513;18755;133475
700,000000;0,078380;10618;135468
750,000000;0,037138;4829;130027
800,000000;0,015471;2013;130115
850,000000;0,005497;701;127514
900,000000;0,001839;254;138106
950,000000;0,000527;74;140452
1000,000000;0,000202;27;133570
1050,000000;0,000000;0;106
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
