distance;prr;successes;opportunities
50,000000;0,988584;8400;8497
100,000000;0,968058;8789;9079
150,000000;0,924313;8341;9024
200,000000;0,909917;8808;9680
250,000000;0,895651;9021;10072
300,000000;0,879183;12218;13897
350,000000;0,818087;8648;10571
400,000000;0,794719;7224;9090
450,000000;0,813764;7485;9198
500,000000;0,716325;7328;10230
550,000000;0,651068;6734;10343
600,000000;0,552111;5949;10775
650,000000;0,400829;4446;11092
700,000000;0,283224;2990;10557
750,000000;0,126140;1494;11844
800,000000;0,058801;620;10544
850,000000;0,020923;237;11327
900,000000;0,006912;83;12008
950,000000;0,001810;27;14915
1000,000000;0,001159;14;12082
1050,000000;0,000000;0;13
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
