distance;prr;successes;opportunities
50,000000;0,991818;9334;9411
100,000000;0,962625;9272;9632
150,000000;0,969670;9847;10155
200,000000;0,925674;8967;9687
250,000000;0,894190;8772;9810
300,000000;0,850911;8036;9444
350,000000;0,797466;7174;8996
400,000000;0,824292;7506;9106
450,000000;0,775255;6930;8939
500,000000;0,749346;7444;9934
550,000000;0,662460;6877;10381
600,000000;0,504229;6259;12413
650,000000;0,415359;6247;15040
700,000000;0,273295;3807;13930
750,000000;0,119868;1702;14199
800,000000;0,059716;779;13045
850,000000;0,024027;250;10405
900,000000;0,007114;73;10261
950,000000;0,002321;24;10342
1000,000000;0,000514;5;9736
1050,000000;0,000000;0;11
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
