distance;prr;successes;opportunities
50,000000;0,974780;119624;122719
100,000000;0,951228;122696;128987
150,000000;0,926459;117676;127017
200,000000;0,894363;126310;141229
250,000000;0,862684;118890;137814
300,000000;0,830518;110213;132704
350,000000;0,784819;104731;133446
400,000000;0,722790;97336;134667
450,000000;0,675403;93180;137962
500,000000;0,470125;62364;132654
550,000000;0,362328;47682;131599
600,000000;0,248843;33543;134796
650,000000;0,148787;19324;129877
700,000000;0,079995;10543;131796
750,000000;0,036485;4658;127668
800,000000;0,015310;2028;132466
850,000000;0,005938;820;138087
900,000000;0,001820;256;140683
950,000000;0,000442;56;126827
1000,000000;0,000172;24;139415
1050,000000;0,000000;0;137
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
