distance;prr;successes;opportunities
50,000000;0,984544;39813;40438
100,000000;0,957337;43802;45754
150,000000;0,938163;39825;42450
200,000000;0,909339;41374;45499
250,000000;0,885070;38112;43061
300,000000;0,845833;37319;44121
350,000000;0,802888;35470;44178
400,000000;0,771092;33908;43974
450,000000;0,738734;32344;43783
500,000000;0,514118;23762;46219
550,000000;0,384402;16876;43902
600,000000;0,271929;12078;44416
650,000000;0,166330;7005;42115
700,000000;0,087443;3433;39260
750,000000;0,040239;1694;42098
800,000000;0,015629;753;48179
850,000000;0,006344;289;45556
900,000000;0,002047;98;47884
950,000000;0,000775;37;47744
1000,000000;0,000117;6;51299
1050,000000;0,000000;0;42
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
