distance;prr;successes;opportunities
50,000000;0,986389;21668;21967
100,000000;0,970257;21302;21955
150,000000;0,927590;20586;22193
200,000000;0,899871;20248;22501
250,000000;0,861467;20291;23554
300,000000;0,834335;19576;23463
350,000000;0,819534;18619;22719
400,000000;0,772834;18378;23780
450,000000;0,750574;18320;24408
500,000000;0,644353;12985;20152
550,000000;0,558111;10627;19041
600,000000;0,448598;9024;20116
650,000000;0,286410;6059;21155
700,000000;0,157728;3732;23661
750,000000;0,067988;1437;21136
800,000000;0,024364;584;23970
850,000000;0,008321;206;24757
900,000000;0,002617;58;22164
950,000000;0,000659;15;22777
1000,000000;0,000305;7;22963
1050,000000;0,000000;0;25
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
