distance;prr;successes;opportunities
50,000000;0,989739;19581;19784
100,000000;0,955956;19968;20888
150,000000;0,939697;22190;23614
200,000000;0,921466;20686;22449
250,000000;0,862634;17596;20398
300,000000;0,868513;20668;23797
350,000000;0,821169;20117;24498
400,000000;0,772920;17519;22666
450,000000;0,782647;17806;22751
500,000000;0,661026;15273;23105
550,000000;0,541363;12460;23016
600,000000;0,429830;9951;23151
650,000000;0,283077;6226;21994
700,000000;0,156259;3711;23749
750,000000;0,078635;1685;21428
800,000000;0,032772;714;21787
850,000000;0,012977;295;22733
900,000000;0,004896;116;23695
950,000000;0,000947;19;20059
1000,000000;0,000348;8;22971
1050,000000;0,000000;0;19
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
