distance;prr;successes;opportunities
50,000000;0,987180;188972;191426
100,000000;0,957619;194187;202781
150,000000;0,933136;196372;210443
200,000000;0,896396;192173;214384
250,000000;0,869580;177123;203688
300,000000;0,816335;168934;206942
350,000000;0,784753;170807;217657
400,000000;0,736356;160198;217555
450,000000;0,703633;146934;208822
500,000000;0,601594;128329;213315
550,000000;0,496159;103981;209572
600,000000;0,362849;75207;207268
650,000000;0,239691;49911;208231
700,000000;0,131661;28200;214187
750,000000;0,064606;13411;207581
800,000000;0,027618;5710;206747
850,000000;0,010064;2137;212340
900,000000;0,003572;726;203226
950,000000;0,001050;217;206627
1000,000000;0,000262;56;214025
1050,000000;0,000000;0;206
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
