distance;prr;successes;opportunities
50,000000;0,986733;215383;218279
100,000000;0,956474;200057;209161
150,000000;0,927695;193238;208299
200,000000;0,902978;186521;206562
250,000000;0,854218;173419;203015
300,000000;0,833621;173234;207809
350,000000;0,780060;177292;227280
400,000000;0,753509;151511;201074
450,000000;0,701477;145165;206942
500,000000;0,600919;125410;208697
550,000000;0,501736;105925;211117
600,000000;0,359877;72760;202180
650,000000;0,244080;52260;214110
700,000000;0,136686;28400;207776
750,000000;0,066302;13652;205907
800,000000;0,025684;5006;194909
850,000000;0,010003;2049;204833
900,000000;0,003393;700;206310
950,000000;0,000981;213;217203
1000,000000;0,000332;71;214047
1050,000000;0,000000;0;215
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
