distance;prr;successes;opportunities
50,000000;0,985630;203646;206615
100,000000;0,957872;196723;205375
150,000000;0,926449;194584;210032
200,000000;0,889450;188188;211578
250,000000;0,861278;181019;210175
300,000000;0,818382;172907;211279
350,000000;0,774262;153434;198168
400,000000;0,738621;149375;202235
450,000000;0,710816;145875;205222
500,000000;0,600550;128490;213954
550,000000;0,493085;104469;211868
600,000000;0,360578;75536;209486
650,000000;0,236420;49342;208705
700,000000;0,128778;27097;210417
750,000000;0,065694;13793;209959
800,000000;0,027153;5757;212022
850,000000;0,009881;2123;214855
900,000000;0,003467;711;205053
950,000000;0,000942;205;217585
1000,000000;0,000340;69;202719
1050,000000;0,000000;0;193
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
