distance;prr;successes;opportunities
50,000000;0,985180;52917;53713
100,000000;0,956779;58464;61105
150,000000;0,932134;54349;58306
200,000000;0,896860;51843;57805
250,000000;0,887759;51427;57929
300,000000;0,852158;53853;63196
350,000000;0,821882;44952;54694
400,000000;0,753697;44906;59581
450,000000;0,691776;38700;55943
500,000000;0,469915;26928;57304
550,000000;0,340476;19433;57076
600,000000;0,217811;12745;58514
650,000000;0,125402;6751;53835
700,000000;0,064571;3880;60089
750,000000;0,026108;1497;57338
800,000000;0,010107;583;57684
850,000000;0,002763;160;57911
900,000000;0,001128;72;63811
950,000000;0,000183;12;65746
1000,000000;0,000068;4;59142
1050,000000;0,000000;0;55
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
