distance;prr;successes;opportunities
50,000000;0,984854;101048;102602
100,000000;0,955451;104511;109384
150,000000;0,934759;99420;106359
200,000000;0,902927;94029;104138
250,000000;0,867642;96526;111251
300,000000;0,815903;91652;112332
350,000000;0,780608;90154;115492
400,000000;0,728676;81568;111940
450,000000;0,688620;77646;112756
500,000000;0,599224;70298;117315
550,000000;0,511060;59930;117266
600,000000;0,395445;43599;110253
650,000000;0,273531;29154;106584
700,000000;0,158191;17283;109254
750,000000;0,076359;8580;112364
800,000000;0,032990;3786;114762
850,000000;0,012273;1421;115779
900,000000;0,003976;485;121985
950,000000;0,001125;128;113792
1000,000000;0,000425;45;105813
1050,000000;0,000000;0;107
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
