distance;prr;successes;opportunities
50,000000;0,984651;79420;80658
100,000000;0,963915;68704;71276
150,000000;0,935080;69713;74553
200,000000;0,913495;66507;72805
250,000000;0,882242;68956;78160
300,000000;0,848956;59095;69609
350,000000;0,787463;56643;71931
400,000000;0,775897;55704;71793
450,000000;0,723293;54064;74747
500,000000;0,647747;50008;77203
550,000000;0,541171;38684;71482
600,000000;0,439570;33002;75078
650,000000;0,286442;21991;76773
700,000000;0,164718;11949;72542
750,000000;0,087977;6111;69461
800,000000;0,035849;2342;65330
850,000000;0,013186;913;69241
900,000000;0,004438;349;78633
950,000000;0,001254;103;82136
1000,000000;0,000503;42;83436
1050,000000;0,000000;0;58
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
