distance;prr;successes;opportunities
50,000000;0,987401;71006;71912
100,000000;0,959884;70013;72939
150,000000;0,933260;69037;73974
200,000000;0,913000;66187;72494
250,000000;0,878534;63880;72712
300,000000;0,841405;66869;79473
350,000000;0,781112;58121;74408
400,000000;0,757313;55892;73803
450,000000;0,714050;56315;78867
500,000000;0,630802;49166;77942
550,000000;0,539236;41725;77378
600,000000;0,447680;32348;72257
650,000000;0,294621;20178;68488
700,000000;0,177391;12510;70522
750,000000;0,087304;6436;73719
800,000000;0,035578;2729;76704
850,000000;0,013185;1030;78121
900,000000;0,004489;333;74186
950,000000;0,001050;78;74276
1000,000000;0,000457;33;72168
1050,000000;0,000000;0;72
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
