distance;prr;successes;opportunities
50,000000;0,980393;68404;69772
100,000000;0,954771;67087;70265
150,000000;0,932509;71157;76307
200,000000;0,907359;67973;74913
250,000000;0,885056;62246;70330
300,000000;0,835230;58644;70213
350,000000;0,807838;61033;75551
400,000000;0,770123;55847;72517
450,000000;0,711952;52216;73342
500,000000;0,500251;39848;79656
550,000000;0,387044;31255;80753
600,000000;0,256359;19271;75172
650,000000;0,158345;11889;75083
700,000000;0,087057;6317;72562
750,000000;0,039840;2815;70658
800,000000;0,016810;1265;75255
850,000000;0,005965;457;76613
900,000000;0,001947;142;72931
950,000000;0,000662;51;77096
1000,000000;0,000130;10;77157
1050,000000;0,000000;0;59
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
