distance;prr;successes;opportunities
50,000000;0,982916;20482;20838
100,000000;0,953583;20400;21393
150,000000;0,935225;19607;20965
200,000000;0,915636;19330;21111
250,000000;0,877983;19759;22505
300,000000;0,833535;20705;24840
350,000000;0,798287;18359;22998
400,000000;0,798059;17843;22358
450,000000;0,751333;16763;22311
500,000000;0,697051;17703;25397
550,000000;0,642530;16008;24914
600,000000;0,507491;10569;20826
650,000000;0,379462;8133;21433
700,000000;0,225722;5074;22479
750,000000;0,120965;2762;22833
800,000000;0,052105;1157;22205
850,000000;0,021186;444;20957
900,000000;0,006470;142;21948
950,000000;0,001929;41;21251
1000,000000;0,000530;13;24551
1050,000000;0,000000;0;21
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
