distance;prr;successes;opportunities
50,000000;0,992427;23590;23770
100,000000;0,972285;21996;22623
150,000000;0,947841;22497;23735
200,000000;0,896359;21293;23755
250,000000;0,882025;19775;22420
300,000000;0,860151;19528;22703
350,000000;0,847648;22817;26918
400,000000;0,807503;18663;23112
450,000000;0,770636;16450;21346
500,000000;0,665648;14591;21920
550,000000;0,563324;11409;20253
600,000000;0,413878;9883;23879
650,000000;0,272203;6326;23240
700,000000;0,164942;4112;24930
750,000000;0,080130;1680;20966
800,000000;0,031876;702;22023
850,000000;0,012176;255;20942
900,000000;0,004004;83;20727
950,000000;0,000574;11;19164
1000,000000;0,000450;9;19982
1050,000000;0,000000;0;11
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
